original,normalized
Tôi zừa nhớ ra điều quan trọng,Tôi vừa nhớ ra điều quan trọng
Họ zừa hoàn thành dự án,Họ vừa hoàn thành dự án
Cô ấy zừa trả lời tin nhắn,Tôi vừa trả lời tin nhắn
Tôi dzừa nhận được thư,Tôi vừa nhận được thư
Cậu dzừa kết thúc cuộc gọi,Cậu vừa kết thúc cuộc gọi
Họ dzừa đi khỏi văn phòng,Họ vừa đi khỏi văn phòng
Chúng tôi dzừa hoàn tất hợp đồng,Chúng tôi vừa hoàn tất hợp đồng
Tôi dzừa nghe xong bản tin,Tôi vừa nghe xong bản tin
Cô ấy dzừa về đến nhà,Cô ấy vừa về đến nhà
Anh ấy dzừa kết thúc buổi học,Anh ấy vừa kết thúc buổi học
Dzừa rồi tôi thấy bạn cũ,Vừa rồi tôi thấy bạn cũ
Chúng ta dzừa đặt xong vé máy bay,Chúng ta vừa đặt xong vé máy bay
Tôi dzừa nấu xong bữa tối,Tôi vừa nấu xong bữa tối
Cậu dzừa nghe tin này chưa,Cậu vừa nghe tin này chưa
Họ dzừa rời khỏi phòng họp,Họ vừa rời khỏi phòng họp
Tôi dzừa kết thúc cuộc trò chuyện,Tôi vừa kết thúc cuộc trò chuyện
Cô ấy dzừa hoàn thành bài tập,Cô ấy vừa hoàn thành bài tập
Anh ấy dzừa đăng bài lên mạng,Anh ấy vừa đăng bài lên mạng
Dzừa lúc trời ngừng mưa,Vừa lúc trời ngừng mưa
Tôi dzừa dọn xong bàn làm việc,Tôi vừa dọn xong bàn làm việc
Chúng tôi dzừa nghe tin vui,Chúng tôi vừa nghe tin vui
Họ dzừa đặt món ăn xong,Họ vừa đặt món ăn xong
Tôi dzừa kiểm tra email,Tôi vừa kiểm tra email
Tôi uống nước dừa mỗi sáng,Tôi uống nước dừa mỗi sáng
Cậu có thích ăn cùi dừa không,Cậu có thích ăn cùi dừa không
Họ vừa hái trái dừa,Họ vừa hái trái dừa
Chúng tôi mua một quả dừa về nhà,Chúng tôi mua một quả dừa về nhà
Cùi dừa này rất ngọt,Cùi dừa này rất ngọt
Nước dừa giúp giải khát,Nước dừa giúp giải khát
Anh ấy thích ăn bánh làm từ dừa,Anh ấy thích ăn bánh làm từ dừa
Cây dừa trước nhà cao quá,Cây dừa trước nhà cao quá
Chúng tôi trồng dừa trong vườn,Chúng tôi trồng dừa trong vườn
Dừa là loại quả nhiệt đới,Dừa là loại quả nhiệt đới
Tôi lấy cùi dừa để làm món chè,Tôi lấy cùi dừa để làm món chè
Họ vừa ép nước dừa,Họ vừa ép nước dừa
Bé thích ăn kẹo dừa,Bé thích ăn kẹo dừa
Cửa hàng bán dừa tươi,Cửa hàng bán dừa tươi
Dừa già có vỏ màu nâu,Dừa già có vỏ màu nâu
Chúng tôi vừa mua vài quả dừa,Chúng tôi vừa mua vài quả dừa
Nước dừa mát lắm,Nước dừa mát lắm
Tôi làm dầu dừa tại nhà,Tôi làm dầu dừa tại nhà
Cùi dừa khô dùng để nấu chè,Cùi dừa khô dùng để nấu chè
Anh ấy thích uống dừa dầm,Anh ấy thích uống dừa dầm
Cậu đang làm clg vậy,Cậu đang làm cái lồn gì vậy
Tôi không hiểu clg đang xảy ra,Tôi không hiểu cái lồn gì đang xảy ra
Sao mày lại nói clg thế,Sao mày lại nói cái lồn gì thế
Clg mà ồn ào vậy,Cái lồn gì mà ồn ào vậy
Họ đang làm clg ngoài kia,Họ đang làm cái lồn gì ngoài kia
Clg mà ai cũng sợ,Cái lồn gì mà ai cũng sợ
Tôi thấy clg trong phòng,Tôi thấy cái lồn gì trong phòng
Sao lại có clg như vậy,Sao lại có cái lồn gì như vậy
Clg mà khó hiểu thế,Cái lồn gì mà khó hiểu thế
Mày đang nghĩ clg vậy,Mày đang nghĩ cái lồn gì vậy
Clg mà trời mưa,Cái lồn gì mà trời mưa
Chúng tôi không biết clg đang xảy ra,Chúng tôi không biết cái lồn gì đang xảy ra
Clg mà mọi người cười,Cái lồn gì mà mọi người cười
Tôi nghe thấy clg trong nhà,Tôi nghe thấy cái lồn gì trong nhà
Clg khiến cậu buồn,Cái lồn gì khiến cậu buồn
Sao lại xuất hiện clg đây,Sao lại xuất hiện cái lồn gì đây
Clg mà ai cũng ngạc nhiên,Cái lồn gì mà ai cũng ngạc nhiên
Tôi không thể hiểu clg,Tôi không thể hiểu cái lồn gì
Clg đang diễn ra vậy,Cái lồn gì đang diễn ra vậy
Cậu đang chuẩn bị clg,Cậu đang chuẩn bị cái lồn gì
Mày đang làm clgt,Mày đang làm cái lồn gì thế
Thằng này đang làm clgt,Thằng này đang làm cái lồn gì thế
Anh ấy đang làm clgt,Anh ấy đang làm cái lồn gì thế
Cô ta đang làm clgt,Cô ta đang làm cái lồn gì thế
Thằng kia đang làm clgt,Thằng kia đang làm cái lồn gì thế
Tao đã dặn kĩ rồi mà mày đang làm clgt,Tao đã dặn kỹ rồi mà mày đang làm cái lồn gì thế
Thằng bạn đang làm clgt,Thằng bạn đang làm cái lồn gì thế
Cô bé đang làm clgt,Cô bé đang làm cái lồn gì thế
Người đó đang làm clgt,Người đó đang làm cái lồn gì thế
Thằng nhóc đang làm clgt,Thằng nhóc đang làm cái lồn gì thế
Bà chị đang làm clgt,Bà chị đang làm cái lồn gì thế
Cậu ấy đang làm clgt,Cậu ấy đang làm cái lồn gì thế
Người kia đang làm clgt,Người kia đang làm cái lồn gì thế
Thằng nhỏ đang làm clgt,Thằng nhỏ đang làm cái lồn gì thế
Cô gái đang làm clgt,Cô gái đang làm cái lồn gì thế
Thằng học sinh đang làm clgt,Thằng học sinh đang làm cái lồn gì thế
Ông ấy đang làm clgt,Ông ấy đang làm cái lồn gì thế
Bà ấy đang làm clgt,Bà ấy đang làm cái lồn gì thế
Người lạ đang làm clgt,Người lạ đang làm cái lồn gì thế
Cậu bé đang làm clgt,Cậu bé đang làm cái lồn gì thế
Thằng bạn thân đang làm clgt,Thằng bạn thân đang làm cái lồn gì thế
Dnay tôi bận quá,Dạo này tôi bận quá
Cậu dnay khỏe không,Cậu dạo này khỏe không
Dnay trời lạnh,Dạo này trời lạnh
Chúng tôi dnay ít gặp nhau,Chúng tôi dạo này ít gặp nhau
Dnay anh ấy trông gầy,Dạo này anh ấy trông gầy
Cô ấy dnay hay cười,Cô ấy dạo này hay cười
Dnay tôi học nhiều,Dạo này tôi học nhiều
Dnay mọi người vui vẻ,Dạo này mọi người vui vẻ
Cậu dnay có đi chơi không,Cậu dạo này có đi chơi không
Dnay mình ăn uống không điều độ,Dạo này mình ăn uống không điều độ
Dnay thời tiết thất thường,Dạo này thời tiết thất thường
Tôi dnay tập thể dục nhiều,Tôi dạo này tập thể dục nhiều
Dnay bạn bè ít liên lạc,Dạo này bạn bè ít liên lạc
Cậu dnay làm việc chăm chỉ,Cậu dạo này làm việc chăm chỉ
Dnay tôi đọc sách nhiều,Dạo này tôi đọc sách nhiều
Dnay mọi việc ổn,Dạo này mọi việc ổn
Anh ấy dnay học hành chăm chỉ,Anh ấy dạo này học hành chăm chỉ
Cô ấy dnay ít ngủ,Cô ấy dạo này ít ngủ
Dnay tôi đi bộ nhiều,Dạo này tôi đi bộ nhiều
Cậu dnay hay buồn,Cậu dạo này hay buồn
Tôi cbi đi học,Tôi chuẩn bị đi học
Cậu cbi làm bài tập chưa,Cậu chuẩn bị làm bài tập chưa
Chúng tôi cbi bữa tối,Chúng tôi chuẩn bị bữa tối
Anh ấy cbi đi làm,Anh ấy chuẩn bị đi làm
Cô ấy cbi đi du lịch,Cô ấy chuẩn bị đi du lịch
Tôi cbi sách vở,Tôi chuẩn bị sách vở
Cậu cbi quà sinh nhật,Cậu chuẩn bị quà sinh nhật
Chúng ta cbi dự án,Chúng ta chuẩn bị dự án
Anh ấy cbi thi,Anh ấy chuẩn bị thi
Tôi cbi đi tập thể dục,Tôi chuẩn bị đi tập thể dục
Chúng tôi cbi hội thảo,Chúng tôi chuẩn bị hội thảo
Cô ấy cbi ăn sáng,Cô ấy chuẩn bị ăn sáng
Tôi cbi đồ dùng học tập,Tôi chuẩn bị đồ dùng học tập
Cậu cbi báo cáo,Cậu chuẩn bị báo cáo
Anh ấy cbi đi mua sắm,Anh ấy chuẩn bị đi mua sắm
Chúng tôi cbi tiệc sinh nhật,Chúng tôi chuẩn bị tiệc sinh nhật
Tôi cbi nấu cơm,Tôi chuẩn bị nấu cơm
Cô ấy cbi đi gặp bạn,Cô ấy chuẩn bị đi gặp bạn
Chúng tôi cbi thi đấu,Chúng tôi chuẩn bị thi đấu
Cậu cbi xuất phát,Cậu chuẩn bị xuất phát
Tôi ms mua sách,Tôi mua sách mới
Cậu có quần áo ms không,Cậu có quần áo mới không
Chúng tôi vừa chuyển nhà ms,Chúng tôi vừa chuyển nhà mới
Anh ấy có điện thoại ms,Anh ấy có điện thoại mới
Cô ấy vừa mua túi ms,Cô ấy vừa mua túi mới
Tôi có kiểu tóc ms,Tôi có kiểu tóc mới
Cậu ms học xong bài,Cậu mới học xong bài
Chúng ta có phần mềm ms,Chúng ta có phần mềm mới
Anh ấy vừa nhận công việc ms,Anh ấy vừa nhận công việc mới
Tôi vừa thấy quán ms,Tôi vừa thấy quán mới
Chúng tôi vừa thử món ăn ms,Chúng tôi vừa thử món ăn mới
Cô ấy có xe ms,Cô ấy có xe mới
Tôi ms học được cách nấu ăn,Tôi mới học được cách nấu ăn
Cậu vừa tìm được công việc ms,Cậu vừa tìm được công việc mới
Anh ấy có dự án ms,Anh ấy có dự án mới
Chúng tôi vừa mở cửa hàng ms,Chúng tôi vừa mở cửa hàng mới
Tôi vừa nghe bài hát ms,Tôi vừa nghe bài hát mới
Cô ấy vừa thử kiểu trang điểm ms,Cô ấy vừa thử kiểu trang điểm mới
Chúng tôi ms bắt đầu dự án,Chúng tôi mới bắt đầu dự án
Cậu vừa gặp người bạn ms,Cậu vừa gặp người bạn mới
Tôi đký học online,Tôi đăng ký học online
Cậu đã đký khóa học chưa,Cậu đã đăng ký khóa học chưa
Chúng tôi đký tham gia sự kiện,Chúng tôi đăng ký tham gia sự kiện
Anh ấy đký tài khoản mới,Anh ấy đăng ký tài khoản mới
Cô ấy đký lớp yoga,Cô ấy đăng ký lớp yoga
Tôi đký nhận bản tin,Tôi đăng ký nhận bản tin
Cậu đký thi trắc nghiệm,Cậu đăng ký thi trắc nghiệm
Chúng ta đký tour du lịch,Chúng ta đăng ký tour du lịch
Anh ấy đký gói cước mới,Anh ấy đăng ký gói cước mới
Tôi đký tài khoản ngân hàng,Tôi đăng ký tài khoản ngân hàng
Chúng tôi đký tham gia giải đấu,Chúng tôi đăng ký tham gia giải đấu
Cô ấy đký lớp học nấu ăn,Cô ấy đăng ký lớp học nấu ăn
Tôi đký xét tuyển,Tôi đăng ký xét tuyển
Cậu đký nhận quà,Cậu đăng ký nhận quà
Anh ấy đký thi tiếng Anh,Anh ấy đăng ký thi tiếng Anh
Chúng tôi đký lớp học vẽ,Chúng tôi đăng ký lớp học vẽ
Tôi đký dịch vụ mới,Tôi đăng ký dịch vụ mới
Cô ấy đký tham gia hội thảo,Cô ấy đăng ký tham gia hội thảo
Chúng tôi đký lớp học kỹ năng mềm,Chúng tôi đăng ký lớp học kỹ năng mềm
Cậu đký chương trình khuyến mãi,Cậu đăng ký chương trình khuyến mãi
Tôi đki lớp học tiếng Anh,Tôi đăng ký lớp học tiếng Anh
Cậu đki thi thử,Cậu đăng ký thi thử
Chúng tôi đki khóa học trực tuyến,Chúng tôi đăng ký khóa học trực tuyến
Anh ấy đki hội thảo chuyên ngành,Anh ấy đăng ký hội thảo chuyên ngành
Cô ấy đki tham gia câu lạc bộ,Cô ấy đăng ký tham gia câu lạc bộ
Tôi đki nhận thông báo mới,Tôi đăng ký nhận thông báo mới
Cậu đki khóa học kỹ năng,Cậu đăng ký khóa học kỹ năng
Chúng ta đki tour trải nghiệm,Chúng ta đăng ký tour trải nghiệm
Anh ấy đki dự thi,Cậu ấy đăng ký dự thi
Tôi đki dịch vụ tư vấn,Tôi đăng ký dịch vụ tư vấn
Chúng tôi đki sự kiện online,Chúng tôi đăng ký sự kiện online
Cô ấy đki lớp học nghệ thuật,Cô ấy đăng ký lớp học nghệ thuật
Tôi đki chương trình học bổng,Tôi đăng ký chương trình học bổng
Cậu đki nhận quà ưu đãi,Cậu đăng ký nhận quà ưu đãi
Anh ấy đki khóa học nâng cao,Anh ấy đăng ký khóa học nâng cao
Cậu vừa làm bài xong đk,Cậu vừa làm bài xong đúng không
Hôm nay trời lạnh đk,Hôm nay trời lạnh đúng không
Anh ấy nói sự thật đk,Anh ấy nói sự thật đúng không
Cô ấy vừa đến đk,Cô ấy vừa đến đúng không
Chúng ta sẽ đi dạo đk,Chúng ta sẽ đi dạo đúng không
Bài kiểm tra khó đk,Bài kiểm tra khó đúng không
Bạn đã nghe tin đk,Bạn đã nghe tin đúng không
Cậu ấy sẽ tham gia đk,Cậu ấy sẽ tham gia đúng không
Món ăn này ngon đk,Món ăn này ngon đúng không
Tôi phải nộp bài hôm nay đk,Tôi phải nộp bài hôm nay đúng không
Họ đã hoàn thành dự án đk,Họ đã hoàn thành dự án đúng không
Chúng tôi gặp nhau lúc 7 giờ đk,Chúng tôi gặp nhau lúc 7 giờ đúng không
Cô ấy biết trả lời câu hỏi đk,Cô ấy biết trả lời câu hỏi đúng không
Bạn sẽ đi học thêm đk,Bạn sẽ đi học thêm đúng không
Anh ấy vừa rời nhà đk,Anh ấy vừa rời nhà đúng không
Hôm nay có buổi họp đk,Hôm nay có buổi họp đúng không
Cậu đã đọc xong sách này đk,Cậu đã đọc xong sách này đúng không
Chúng ta sẽ đi xem phim đk,Chúng ta sẽ đi xem phim đúng không
Cô ấy thích món này đk,Cô ấy thích món này đúng không
Tôi phải làm việc này ngay đk,Tôi phải làm việc này ngay đúng không
Cậu vừa ăn xong đko,Cậu vừa ăn xong đúng không
Anh ấy đang ngủ đko,Anh ấy đang ngủ đúng không
Chúng ta sẽ đi chơi đko,Chúng ta sẽ đi chơi đúng không
Cô ấy đã về nhà đko,Cô ấy đã về nhà đúng không
Tôi phải làm bài tập này đko,Tôi phải làm bài tập này đúng không
Bạn vừa gọi điện đko,Bạn vừa gọi điện đúng không
Chúng tôi chuẩn bị đi học đko,Chúng tôi chuẩn bị đi học đúng không
Cậu ấy đang xem phim đko,Cậu ấy đang xem phim đúng không
Món ăn này ngon lắm đko,Món ăn này ngon lắm đúng không
Anh ấy sẽ đến bữa tiệc đko,Anh ấy sẽ đến bữa tiệc đúng không
Chúng ta sẽ gặp nhau lúc 8 giờ đko,Chúng ta sẽ gặp nhau lúc 8 giờ đúng không
Cô ấy thích món quà này đko,Cô ấy thích món quà này đúng không
Tôi phải gửi email này đko,Tôi phải gửi email này đúng không
Bạn đã hoàn thành bài kiểm tra đko,Bạn đã hoàn thành bài kiểm tra đúng không
Chúng tôi sẽ đi dạo buổi tối đko,Chúng tôi sẽ đi dạo buổi tối đúng không
Cậu vừa mua đồ đkg,Cậu vừa mua đồ đúng không
Anh ấy đang đọc sách đkg,Anh ấy đang đọc sách đúng không
Chúng ta sẽ ăn tối cùng nhau đkg,Chúng ta sẽ ăn tối cùng nhau đúng không
Cô ấy đã chuẩn bị xong đkg,Cô ấy đã chuẩn bị xong đúng không
Tôi phải dọn phòng đkg,Tôi phải dọn phòng đúng không
Bạn vừa nhận được tin nhắn đkg,Bạn vừa nhận được tin nhắn đúng không
Chúng tôi sẽ đi chợ sáng nay đkg,Chúng tôi sẽ đi chợ sáng nay đúng không
Cậu ấy đang nghe nhạc đkg,Cậu ấy đang nghe nhạc đúng không
Món trà này ngon đkg,Món trà này ngon đúng không
Anh ấy sẽ tham gia buổi họp đkg,Anh ấy sẽ tham gia buổi họp đúng không
Pà đang nấu cơm,Bà đang nấu cơm
Cậu có thấy pà không,Cậu có thấy bà không
Pà vừa đi chợ về,Bà vừa đi chợ về
Tôi giúp pà làm vườn,Tôi giúp bà làm vườn
Pà kể chuyện ngày xưa,Bà kể chuyện ngày xưa
Chúng tôi thăm pà cuối tuần,Chúng tôi thăm bà cuối tuần
Pà thích uống trà,Bà thích uống trà
Cậu hỏi pà về bài tập,Cậu hỏi bà về bài tập
Pà đang đọc sách,Bà đang đọc sách
Tôi học cách nấu ăn từ pà,Tôi học cách nấu ăn từ bà
